ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections
CB0129112818-p180,CB0129112818,CB0129112818-p180,THOUGHTS concerning the ANTIENT DRAMA.,"Lloyd, Robert",1762,Gale,['Literary']
CB0129112818-p38,CB0129112818,CB0129112818-p38,Concerning the Advantage of Measure in Comedy.,"Lloyd, Robert",1762,Gale,['Literary']
CB0129117138,CB0129117138,kameselements3v2,Elements of criticism,"Kames, Henry Home, Lord, 1696-1782",1795,Gale,['Literary']
CB0129117517,CB0129117517,kameselements3v3,Elements of criticism,"Kames, Henry Home, Lord, 1696-1782",1795,Gale,"['Linguistic', 'Literary']"
CB0129122950-pxi,CB0129122950,ritsonhistorical,A HISTORICAL ESSAY ON SCOTISH SONG.,"Ritson, Joseph",1794,Gale,['Literary']
CB0129171117-p195,CB0129171117,CB0129171117-p195,ON THE SECOND CLASSICAL BOOK OF THE CHINESE. BY THE PRESIDENT.,,1799,Gale,['Literary']
CB0129206667-pix,CB0129206667,horacecritical,A CRITICAL DISSERTATION ON The Origin and Progress of LYRICK POETRY and SATIRE amongst the Ancients.,Horace,1743,Gale,['Literary']
CB0129206667-pv,CB0129206667,horaceprefaceshortalt,THE PREFACE.,Horace,1743,Gale,['Literary']
CB0129224125,CB0129224125,murrayenglishgrammar,"English grammar, adapted to the different classes of learners.","Murray, Lindley, 1745-1826",1797,Gale,"['Linguistic', 'Literary']"
CB0129230262-piii,CB0129230262,wattsprefacehl,THE PREFACE.,"Watts, Isaac",1762,Gale,['Literary']
CB0129234319,CB0129234319,alexandergrammaticalenglish,A grammatical system of the English language,"Alexander, Caleb, 1755-1828",1795,Gale,"['Linguistic', 'Word Lists']"
CB0129238567,CB0129238567,CB0129238567,"The new American Latin grammar: or, A complete introduction to the Latin tongue.","Rigg, Edward",1797,Gale,"['Linguistic', 'Literary']"
CB0129279190,CB0129279190,ashgrammatical,Grammatical institutes,"Ash, John, 1724?-1779",1777,Gale,"['Linguistic', 'Literary']"
CB0129313792,CB0129313792,fisherpractical,"A practical new grammar, with exercises of bad English","Fisher, A. (Anne), 1719?-1778",1789,Gale,['Linguistic']
CB0129314272,CB0129314272,CB0129314272,"Elements of pronunciation and grammar: or, Rudiments of the English tongue, in two parts.","Cattanach, John",1778,Gale,['Linguistic']
CB0129329109,CB0129329109,rollinmethod1,"The method of teaching and studying the belles lettres, or An introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c.","Rollin, Charles, 1661-1741",1759,Gale,['Literary']
CB0129338479,CB0129338479,speakermisc,The Speaker,,1778,Gale,['Linguistic']
CB0129347115,CB0129347115,CB0129347115,"Essays, historical and critical, on English church music. By William Mason, M.A. precentor of York","Mason, William, 1725-1797",1795,Gale,['Literary']
CB0129356151,CB0129356151,CB0129356151,An easy introduction to the English language,J. G.,1799,Gale,['Linguistic']
CB0129364180,CB0129364180,CB0129364180,An English grammar,"Mennye, J.",1785,Gale,"['Linguistic', 'Literary', 'Word Lists']"
CB0129436482,CB0129436482,CB0129436482,"A treatise of languages wherein are laid down the general principles of each, with proper rules to judge of their respective merits and excellence, and more particularly of the French and English.","Frain du Tremblay, Jean, 1641-1724",1725,Gale,['Literary']
CB0129436673-p1,CB0129436673,greenwoodgrammar,PART I.,"Greenwood, James (author)",1763,Gale,['Linguistic']
CB0129436673-p156,CB0129436673,greenwoodprosody,PART IV. Of Prosody,"Greenwood, James (author)",1763,Gale,['Linguistic']
CB0129438775,CB0129438775,pardoncompendious,A COMPENDIOUS ENGLISH GRAMMAR.,"Pardon, William",1794,Gale,"['Dictionaries', 'Linguistic', 'Word Lists']"
CB0129469791,CB0129469791,bachmaircomplete,"A complete German grammar,","Bachmair, John James, d. 1778",1772,Gale,"['Linguistic', 'Word Lists']"
CB0129470110,CB0129470110,ashgrammatical,Grammatical institutes,"Ash, John, 1724?-1779",1785,Gale,"['Linguistic', 'Literary']"
CB0129571870,CB0129571870,CB0129571870,"""A selected, pronouncing and accented dictionary","Elliott, John, 1768-1824",1800,Gale,"['Dictionaries', 'Linguistic']"
CB0129582712,CB0129582712,manwaringharmony,"Of harmony and numbers, in Latin and English prose, and in English poetry.","Manwaring, Edward",1744,Gale,"['Literary', 'Original Bibliography']"
CB0129607128,CB0129607128,ryleynew,"A new a bridgment of the rules of French prosodia, according to bussier's observations.","Ryley, Terence",1756,Gale,['Literary']
CB0129643037,CB0129643037,crockerpractical,A practical introduction to English grammar,"Crocker, A. (Abraham)",1786,Gale,['Linguistic']
CB0129691564,CB0129691564,CB0129691564,A concise grammar of the English language.,"Miller, Alexander, 1739-1820",1795,Gale,['Linguistic']
CB0129752550,CB0129752550,perryonly,"The only sure guide to the English tongue; or, New pronouncing spelling-book","Perry, William, lecturer in the Academy at Edinburgh",1789,Gale,"['Linguistic', 'Typographically Unique', 'Word Lists']"
CB0129800267,CB0129800267,CB0129800267,A new English dictionary.,"Buchanan, James, fl. 1753-1773",1769,Gale,"['Dictionaries', 'Linguistic']"
CB0129801455,CB0129801455,perryroyal,The royal standard English dictionary.,"Perry, William, lecturer in the Academy at Edinburgh",1788,Gale,"['Dictionaries', 'Linguistic', 'Word Lists']"
CB0129873838,CB0129873838,bedfordtemple,"The temple musick: or, An essay concerning the method of singing the Psalms of David, in the temple, before the Babylonish captivity.","Bedford, Arthur, 1668-1745",1706,Gale,['Literary']
CB0129981302,CB0129981302,sheridandissertation,"A dissertation on the causes of the difficulties, which occur, in learning the English tongue.","Sheridan, Thomas, 1719-1788",1764,Gale,['Linguistic']
CB0130071502,CB0130071502,CB0130071502,The lives of Dr. John Donne; Sir Henry Wotton; Mr. Richard Hooker; Mr. George Herbert; and Dr. Robert Sanderson.,"Walton, Izaak, 1593-1683",1796,Gale,['Literary']
CB0130157908,CB0130157908,CB0130157908,"Remarks on Dr. Johnson's life, and critical observations on the works of Mr. Gray","Tindal, William, 1756-1804",1782,Gale,['Literary']
CB0130444416-p157,CB0130444416,CB0130444416-p157,On the Pronunciation of the LATIN TONGUE. To Mrs. ROXANA TERMAGANT.,,1752,Gale,['Linguistic']
CB0130453331-p139,CB0130453331,CB0130453331-p139,On the Italian Pindaric and Anacaeontic Canzonets.,,1796,Gale,['Literary']
CB0130453331-p50,CB0130453331,CB0130453331-p50,On the Ode called by the Italians Petrarchesca.,,1796,Gale,['Literary']
CB0130547282,CB0130547282,lowthshort,A shor[t] introduc[tion] to English grammar: with critical notes,"Lowth, Robert, 1710-1787",1782,Gale,['Linguistic']
CB0130566708,CB0130566708,CB0130566708,"A New spelling dictionary of the English language,",,1781,Gale,"['Linguistic', 'Word Lists']"
CB0130567280,CB0130567280,perryroyal,The royal standard English dictionary.,"Perry, William, lecturer in the Academy at Edinburgh",1800,Gale,"['Dictionaries', 'Linguistic', 'Word Lists']"
CB0130572662,CB0130572662,CB0130572662,Beauties of eminent writers,,1794,Gale,"['Linguistic', 'Literary']"
CB0130588753,CB0130588753,CB0130588753,"The American Latin grammar: or, A complete introduction to the Latin tongue","Ross, Robert, 1726-1799",1770,Gale,['Linguistic']
CB0130592196,CB0130592196,webstergrammatical,A grammatical institute of the English language,"Webster, Noah, 1758-1843",1798,Gale,['Linguistic']
CB0130592539,CB0130592539,webstergrammatical,A grammatical institute of the English language,"Webster, Noah, 1758-1843",1796,Gale,['Linguistic']
CB0130597898,CB0130597898,sheridanrhetorical,"A rhetorical grammar of the English language,","Sheridan, Thomas, 1719-1788",1783,Gale,"['Linguistic', 'Literary']"
CB0130601891,CB0130601891,virgilworksinlatin1,"The works of Virgil, in Latin and English.",Virgil,1753,Gale,['Literary']
CB0130603782,CB0130603782,scottcritical,"Critical essays on some of the poems, of several English poets","Scott, John, 1730-1783",1785,Gale,['Literary']
CB0130619603,CB0130619603,CB0130619603,"The art of poetry, accoding to the latest improvements.","Fawcett, Joseph, 1758-1804",1797,Gale,['Literary']
CB0130627353,CB0130627353,johnstonpronouncing,A pronouncing and spelling dictionary,"Johnston, William, M.A.",1772,Gale,"['Linguistic', 'Typographically Unique', 'Word Lists']"
CB0130639881,CB0130639881,CB0130639881,"Grammatical strictures on the English language. By William Belchier, Esq. Kent","Belcher, Wm. (William)",1787,Gale,['Literary']
CB0130644584,CB0130644584,perryroyal,The royal standard English dictionary,"Perry, William, lecturer in the Academy at Edinburgh",1798,Gale,"['Dictionaries', 'Linguistic', 'Word Lists']"
CB0130649164,CB0130649164,beautiespd1,The beauties of poetry display'd.,,1757,Gale,['Literary']
CB0130649522,CB0130649522,fisherpractical,A practical new grammar; with exercises of bad English,"Fisher, A. (Anne), 1719?-1778",1785,Gale,['Linguistic']
CB0130753434,CB0130753434,johnsonenglish,"An English and Hebrew grammar, being the first short rudiments of those two languages, taught together.","Johnson, Samuel, 1696-1772",1771,Gale,['Linguistic']
CB0130757250,CB0130757250,CB0130757250,"A Collection of English prose and verse, for the use of schools, selected from different authors.",,1800,Gale,"['Linguistic', 'Literary', 'Word Lists']"
CB0130769944,CB0130769944,lowthshort,A short introduction to English grammar,"Lowth, Robert, 1710-1787",1783,Gale,['Linguistic']
CB0130775110,CB0130775110,elegantexsv,Elegant extracts,,1785,Gale,"['Linguistic', 'Literary']"
CB0130802171,CB0130802171,wattsart,"The art of reading and writing English: or, The chief principles and rules of pronouncing our mother-tongue, both in prose and verse; with a variety of instructions for true spelling.","Watts, Isaac, 1674-1748",1761,Gale,['Word Lists']
CB0130803069,CB0130803069,jonessheridan,Sheridan improved,"Jones, Stephen, 1763-1827",1800,Gale,['Literary']
CB0130804003,CB0130804003,dilworthnew,A new guide to the English tongue: in five parts.,"Dilworth, Thomas, d. 1780",1776,Gale,['Linguistic']
CB0130808942,CB0130808942,lowthshort,A short introduction to English grammar: with critical notes,"Lowth, Robert, 1710-1787",1791,Gale,['Linguistic']
CB0130817186,CB0130817186,CB0130817186,The works,Virgil,1753,Gale,['Literary']
CB0130834364,CB0130834364,newberynew,"A spelling-dictionary of the English language, on a new plan.","Newbery, John, 1713-1767",1762,Gale,['Word Lists']
CB0130846766,CB0130846766,elegantexsv,Elegant extracts.,,1788,Gale,"['Linguistic', 'Literary']"
CB0130856045,CB0130856045,dilworthnew,A new guide to the English tongue,"Dilworth, Thomas, d. 1780",1773,Gale,['Linguistic']
CB0130868641,CB0130868641,harrisonrudiments,"Rudiments of English grammar,","Harrison, Mr. (Ralph), 1748-1810",1800,Gale,['Linguistic']
CB0130873193,CB0130873193,webstergrammatical,A grammatical institute of the English language,"Webster, Noah, 1758-1843",1800,Gale,['Linguistic']
CB0130878451,CB0130878451,dilworthnew,A new guide to the English tongue,"Dilworth, Thomas, d. 1780",1795,Gale,['Linguistic']
CB0130881070,CB0130881070,ruddimanrudiments,"The rudiments of the Latin tongue; or, A plain and easy introduction to Latin grammar","Rudiman, Thomas, 1674-1757",1798,Gale,"['Linguistic', 'Literary']"
CB0130892452,CB0130892452,stirlingsystem,"A system of rhetoric, in a method entirely new.","Stirling, John, d. 1777",1764,Gale,"['Linguistic', 'Literary']"
CB0130896135,CB0130896135,CB0130896135,"A recovery of the Latin, Greek, and Hebrew numbers, in sixteen dissertations,","Manwaring, Edward",1738,Gale,['Literary']
CB0130984232,CB0130984232,walkerhistorical,Historical memoirs of the Irish bards,"Walker, Joseph C. (Joseph Cooper), d. 1810",1786,Gale,['Literary']
CB0131051805,CB0131051805,dilworthnew,A new guide to the English tongue,"Dilworth, Thomas, d. 1780",1799,Gale,['Linguistic']
CB0131053966,CB0131053966,fisherpractical,"A practical new grammar, with exercises of bad English","Fisher, A. (Anne), 1719?-1778",1788,Gale,['Linguistic']
CB0131056467,CB0131056467,masonessays,"Essays on poetical and prosaic numbers, and elocution.","Mason, John, 1706-1763",1761,Gale,['Literary']
CB0131063332,CB0131063332,CB0131063332,"An introduction to the history of scotch poetry, from the XII century to this time. By Alexander Campbell, LL.D","Campbell, Alexander, 1764-1824",1798,Gale,['Literary']
CB0131080938,CB0131080938,CB0131080938,Elegant extracts,,1797,Gale,"['Linguistic', 'Literary']"
CB0131093308-p193,CB0131093308,CB0131093308-p193,The Rambler LXXXVI. The Danger of succeeding a great Author: an Introduction to a Criticism on Milton's Verification.,"Johnson, Samuel",1793,Gale,['Literary']
CB0131093308-p198,CB0131093308,CB0131093308-p198,The Rambler LXXXVIII. A Criticism on Milton's Verification. Elisions dangerous in English poetry.,"Johnson, Samuel",1793,Gale,['Literary']
CB0131093308-p202,CB0131093308,CB0131093308-p202,The Rambler XC. The Pauses in English Poetry adjusted.,"Johnson, Samuel",1793,Gale,['Literary']
CB0131093308-p207,CB0131093308,CB0131093308-p207,The Rambler XCII. The Accommodation of Sound to Sense often chimerical.,"Johnson, Samuel",1793,Gale,['Literary']
CB0131093308-p212,CB0131093308,CB0131093308-p212,The Rambler XCIV. An Enquiry how far Milton has accomodated the Sound to the Sense.,"Johnson, Samuel",1793,Gale,['Literary']
CB0131093308-p84,CB0131093308,CB0131093308-p84,The Rambler XXXVI. The Reasons why Pastorals delight.,"Johnson, Samuel",1793,Gale,['Literary']
CB0131093308-p86,CB0131093308,CB0131093308-p86,The Rambler The true Principles of Pastoral Poetry.,"Johnson, Samuel",1793,Gale,['Literary']
CB0131093308-p9,CB0131093308,CB0131093308-p9,The Rambler IV. The modern Form of Romances preferable to the ancient. The Necessity of Characters morally good.,"Johnson, Samuel",1793,Gale,['Literary']
CB0131094360-p110,CB0131094360,CB0131094360-p110,"The Idler No LXXVII. SATURDAY, OCTOBER 6.","Johnson, Samuel",1787,Gale,['Literary']
CB0131094360-p12,CB0131094360,CB0131094360-p12,OF ENGLISH VERSE.,"Temple, Launcelot",1787,Gale,['Literary']
CB0131094360-p14,CB0131094360,CB0131094360-p14,OF THE VERSIFICATION OF ENGLISH TRAGEDY.,"Temple, Launcelot",1787,Gale,['Literary']
CB0131094360-p44,CB0131094360,CB0131094360-p44,Shenstone's ESSAY XXVI. ON WRITING AND BOOKS.,"Shenstone, William",1787,Gale,['Literary']
CB0131094360-p52,CB0131094360,CB0131094360-p52,"Shenstone's ESSAY XXVII. BOOKS, &C.","Shenstone, William",1787,Gale,['Literary']
CB0131094360-p64,CB0131094360,CB0131094360-p64,Shenstone's ESSAY XXIX. OF BOOKS AND WRITERS.,"Shenstone, William",1787,Gale,['Literary']
CB0131094360-p67,CB0131094360,CB0131094360-p67,FitzOsborne's LETTER. LII. TO EUPHRONIUS.,"Fitzosborne, Thomas",1787,Gale,['Literary']
CB0131094360-p86,CB0131094360,CB0131094360-p86,"The Idler No LX. SATURDAY, JUNE 9.","Johnson, Samuel",1787,Gale,['Literary']
CB0131108415,CB0131108415,CB0131108415,The works of Robert Burns,"Burns, Robert, 1759-1796",1800,Gale,['Literary']
CB0131109898,CB0131109898,buchananregular,A regular English syntax.,"Buchanan, James, fl. 1753-1773",1792,Gale,['Linguistic']
CB0131116162-p1,CB0131116162,drydendramatick,An Essay on Dramatick Poesie,"Dryden, John",1701,Gale,['Literary']
CB0131127974,CB0131127974,sheridanlecturesBV,Lectures on the art of reading.,"Sheridan, Thomas, 1719-1788",1781,Gale,"['Linguistic', 'Literary']"
CB0131131643,CB0131131643,fenninguniversal,"The universal spelling-book;  Or, A new and easy guide to the English language.","Fenning, Daniel",1793,Gale,"['Linguistic', 'Word Lists']"
CB0131138213,CB0131138213,perryroyal,The royal standard English dictionary.,"Perry, William, lecturer in the Academy at Edinburgh",1794,Gale,"['Dictionaries', 'Linguistic', 'Word Lists']"
CB0131168216,CB0131168216,blairabridgmentscience,Essays on rhetoric,"Blair, Hugh, 1718-1800",1789,Gale,"['Linguistic', 'Literary']"
CB0131177362,CB0131177362,lowthshort,"A short introduction to English grammar: with critical notes. A new edition corrected. By Robert Lowth, D.D. now lord bishop of Oxford","Lowth, Robert, 1710-1787",1795,Gale,['Linguistic']
CB0131178464,CB0131178464,newberynew,"A spelling-dictionary of the English language, on a new plan.","Newbery, John, 1713-1767",1768,Gale,['Word Lists']
CB0131179756,CB0131179756,lowthshort,A short introduction to English grammar. With critical notes. By the Rev. Dr. Lowth,"Lowth, Robert, 1710-1787",1765,Gale,['Linguistic']
CB0131182901,CB0131182901,bullokarenglish,The English expositor.,J. B. (John Bullokar),1726,Gale,['Linguistic']
CB0131185451,CB0131185451,CB0131185451,"Extracts from the album, at Streatham: or, Ministerial amusements.",,1788,Gale,['Literary']
CB0131202622,CB0131202622,barclaycomplete,A complete and universal English dictionary: including not only I. An explanation of difficult words and technical terms in all faculties and professions whether in Algebra Anatomy Architecture Arithmetic Astronomy Botany Chymistry Dialling Divinity Gardening Geography Geometry Grammar Heraldry History Husbandry Hydrostatics Law Mathematics Mechanics Military art Music Natural history Navigation Optics Painting Perspective Philosophy Pneumatics Poetry Rhetoric Sculpture Surveying &c.,"Barclay, James, Curate of Edmonton",1799,Gale,"['Dictionaries', 'Linguistic']"
