ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections,recordid,oclc,locnum,author,imprint,datetype,startdate,enddate,imprintdate,place,enumcron,subjects,title
mdp.39015022463007,mdp.39015022463007,newmanhomeric,Homeric translation in theory and practice :,"Newman, Francis William, 1805-1897",1861,HathiTrust,['Literary'],2481460,9956670,,"Newman, Francis William,",London;Williams and Norgate;1861.,s,1861,    ,1861,enk,,"Homer;Translating and interpreting;English;Arnold, Matthew;1822-1888;Iliad;On translating Homer",Homeric translation in theory and practice
mdp.39015024186366,mdp.39015024186366,hullahcultivation,The cultivation of the speaking voice;,"Hullah, John, 1812-1884",1884,HathiTrust,"['Linguistic', 'Typographically Unique']",1981281,8428285,,"Hullah, John,",Oxford;The Clarendon press;1874.,s,1874,    ,1874,enk,,Singing;Voice;Diction,The cultivation of the speaking voice;
mdp.39015024475686,mdp.39015024475686,craikenglish,The English of Shakespeare illustrated in a philological commentary on his Julius Cæsar.,"Craik, George L. (George Lillie), 1798-1866",1864,HathiTrust,['Literary'],1365918,1131640,,"Craik, George L.",London;Chapman and Hall;1864.,s,1864,    ,1864,enk,,"Julius Caesar;1564-1616;Language;Shakespeare, William",The English of Shakespeare illustrated in a philological commentary on his Julius Cæsar
mdp.39015028688730,mdp.39015028688730,mdp.39015028688730,The definition of poetry :,"Biddle, Horace P. (Horace Peters), 1811-1900",1873,HathiTrust,['Literary'],941740,35628027,,"Biddle, Horace P.",Chicago;1873.,s,1873,    ,1873,ilu,,Poetry;History and criticism,The definition of poetry
mdp.39015028765124,mdp.39015028765124,percyreliques1,"Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;","Percy, Thomas, 1729-1811",1858,HathiTrust,['Literary'],1372132,2064926,PR1181.P5 1858,"Percy, Thomas,","Edinburgh;J. Nichol; [etc., etc.;1858.",s,1858,    ,1858,stk,v.1,"English poetry;English ballads and songs;Minstrels;Early modern, 1500-1700;History and criticism;Middle English, 1100-1500;Romances, English","Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;"
mdp.39015028765132,mdp.39015028765132,percyreliques2,"Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;","Percy, Thomas, 1729-1811",1858,HathiTrust,['Literary'],1372132,2064926,PR1181.P5 1858,"Percy, Thomas,","Edinburgh;J. Nichol; [etc., etc.;1858.",s,1858,    ,1858,stk,v.2,"English poetry;English ballads and songs;Minstrels;Early modern, 1500-1700;History and criticism;Middle English, 1100-1500;Romances, English","Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;"
mdp.39015028765876,mdp.39015028765876,percyreliques3,"Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;","Percy, Thomas, 1729-1811",1858,HathiTrust,['Literary'],1372132,2064926,PR1181.P5 1858,"Percy, Thomas,","Edinburgh;J. Nichol; [etc., etc.;1858.",s,1858,    ,1858,stk,v.3,"English poetry;English ballads and songs;Minstrels;Early modern, 1500-1700;History and criticism;Middle English, 1100-1500;Romances, English","Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;"
mdp.39015030595063,mdp.39015030595063,browningessays,The Greek Christian poets and the English poets.,"Browning, Elizabeth Barrett, 1806-1861",1863,HathiTrust,['Literary'],1426862,422303,,"Browning, Elizabeth Barrett,",London;Chapman & Hall;1863.,r,1863,1842,1863,enk,,"English poetry;Christian literature, Early;Greek poetry;History and criticism",The Greek Christian poets and the English poets
mdp.39015030723681,mdp.39015030723681,coleridgespecimens,Specimens of the table talk of the late Samuel Taylor Coleridge.,"Coleridge, Samuel Taylor, 1772-1834",1874,HathiTrust,['Literary'],667035,8314383,,"Coleridge, Samuel Taylor,",London;New York;G. Routledge & sons;1874?,s,1874,    ,1874,enk,,Table-talk,Specimens of the table talk of the late Samuel Taylor Coleridge
mdp.39015030929353,mdp.39015030929353,brooketheology,Theology in the English poets.,"Brooke, Stopford Augustus, 1832-1916",1874,HathiTrust,['Literary'],1907540,2095928,,"Brooke, Stopford Augustus,",London;H. S. King & co.;1874.,s,1874,    ,1874,enk,,"English poetry;1759-1796;1731-1800;Coleridge, Samuel Taylor;1770-1850;20th century;History and criticism;1772-1834;Religion in literature;Burns, Robert;Cowper, William;Wordsworth, William;19th century",Theology in the English poets
mdp.39015030932753-p89,mdp.39015030932753,mdp.39015030932753-p89,On the Principles and Uses of Alliteration in Poetry,"Kennedy, Evory",1866,HathiTrust,"['Literary', 'Original Bibliography']",1370605,67409856,,,"London;Bell and Daldy; [etc., etc.;1866.",s,1866,    ,1866,enk,,Decoration and ornament;Literature,The Afternoon lectures on literature and art
mdp.39015030934874,mdp.39015030934874,mdp.39015030934874,Rhymes of English poets of the XIXth century ...,"Bartling, Gustav, 1846-",1874,HathiTrust,"['Literary', 'Original Bibliography']",1441517,31772234,PE1517.B3,"Bartling, Gustav,",Barmenae;typis Wandt;1874.,s,1874,    ,1874,xx ,,Rhyme;English language,Rhymes of English poets of the XIXth century
mdp.39015031040416,mdp.39015031040416,mdp.39015031040416,"Poetics, an essay on poetry","Dallas, E. S. (Eneas Sweetland), 1828-1879",1852,HathiTrust,"['Literary', 'Original Bibliography']",1899739,3116227,,"Dallas, E. S.",Lond.;Smith Elder & co.;1852.,s,1852,    ,1852,enk,,,Poetics;
mdp.39015032383260,mdp.39015032383260,mdp.39015032383260,English style or a course of instruction for the attainment of a good style of writing.,"Graham, G. F. (George Frederick)",1869,HathiTrust,['Linguistic'],916309,8886670,,"Graham, George Frederick.","Lond.;Longman, Green;1869.",s,1869,    ,1869,enk,,Style;English language;Composition and exercises,English style or a course of instruction for the attainment of a good style of writing
mdp.39015034115371,mdp.39015034115371,mdp.39015034115371,On early English pronunciation :,"Ellis, Alexander John, 1814-1890",1869,HathiTrust,"['Linguistic', 'Original Bibliography']",1183042,3951183,PR1119.E5 no.2,"Ellis, Alexander John,",London;Trübner;1869-1889.,m,1869,1889,1869-1889,enk,v.5,"Dialects;Pronunciation;Language;1564-1616;Chaucer, Geoffrey;English language;d. 1400;Shakespeare, William;Phonology",On early English pronunciation
mdp.39015039333698,mdp.39015039333698,mdp.39015039333698,"The imperial lexicon of the English language,","Boag, John, 1775-1863",1852,HathiTrust,['Linguistic'],2302499,19348513,,"Boag, John,",Edinburgh;A. Fullarton;1852-53,m,1852,1853,1852-1853,stk,v.1 1852,Dictionaries;English language,The imperial lexicon of the English language
mdp.39015039333706,mdp.39015039333706,mdp.39015039333706,"The imperial lexicon of the English language,","Boag, John, 1775-1863",1852,HathiTrust,['Linguistic'],2302499,19348513,,"Boag, John,",Edinburgh;A. Fullarton;1852-53,m,1852,1853,1852-1853,stk,v.2 1853,Dictionaries;English language,The imperial lexicon of the English language
mdp.39015039587582,mdp.39015039587582,barrettprinciples,The principles of grammar;,"Barrett, Solomon, jr",1860,HathiTrust,"['Linguistic', 'Typographically Unique']",1898401,11383083,,"Barrett, Solomon,",Boston;G.C. Rand & Avery;1860.,s,1860,    ,1860,mau,,"Greek language;Latin language;Languages, Modern;Grammar;English language",The principles of grammar;
mdp.39015047742963,mdp.39015047742963,kameselements,Elements of criticism.,"Kames, Henry Home, Lord, 1696-1782",1883,HathiTrust,"['Linguistic', 'Literary']",1899076,6274317,,"Kames, Henry Home,",New York;A. S. Barnes & #;1870.,s,1870,    ,1870,nyu,,"Criticism;(James Robert);1804-1890;Style, Literary;Boyd, James R",Elements of criticism
mdp.39015051168618,mdp.39015051168618,aschamscholemastercollated,The scholemaster.,"Ascham, Roger, 1515-1568",1870,HathiTrust,['Literary'],1909802,34584614,,"Ascham, Roger,","London;Edinburgh;Muir & Paterson, printers;1870.",s,1870,    ,1870,enk,,,The scholemaster
mdp.39015053242619,mdp.39015053242619,craikcompendious2,"A compendious history of English literature, and of the English language, from the Norman conquest. With numerous specimens.","Craik, George L. (George Lillie), 1798-1866",1861,HathiTrust,['Literary'],1907253,8016329,,"Craik, George L.","London;Griffin, Bonn, and company;1861.",s,1861,    ,1861,enk,v.2,History;English literature;History and criticism;English language,"A compendious history of English literature, and of the English language, from the Norman conquest. With numerous specimens"
mdp.39015058412845,mdp.39015058412845,mdp.39015058412845,Questions for examination in English literature :,"Skeat, Walter W. (Walter William), 1835-1912",1873,HathiTrust,['Linguistic'],946303,48202521,,"Skeat, Walter W.",London;Bell & Daldy;1873.,s,1873,    ,1873,enk,,English language;Study and teaching,Questions for examination in English literature
mdp.39015058690101,mdp.39015058690101,mdp.39015058690101,"""Shall"" and ""Will"" :","Head, Edmund Walker, bart., 1805-1868",1858,HathiTrust,"['Linguistic', 'Literary']",945527,66908130,,"Head, Edmund Walker,",London;J. Murray;pref. 1858,s,1858,    ,1858,enk,,Grammar;English language,"""Shall"" and ""Will"""
mdp.39015058690812,mdp.39015058690812,mdp.39015058690812,"On ""here"" and ""there"" in Chaucer.","Weymouth, Richard Francis, 1822-1902",1870,HathiTrust,['Literary'],200076,65986824,,"Weymouth, Richard Francis,",Bungay;Clay and Taylor;187-,q,1870,1879,"<estimate=""187-]"">",enk,,"Pronunciation;Language;Middle English, 1100-1500;Chaucer, Geoffrey;English language;d. 1400","On ""here"" and ""there"" in Chaucer"
mdp.39015059372667,mdp.39015059372667,spaldinghistory,The history of English literature :,"Spalding, William, 1809-1859",1854,HathiTrust,['Literary'],1397715,35519809,,"Spalding, William,",New York;D. Appleton & Co.;1854.,s,1854,    ,1854,nyu,,English literature;History and criticism,The history of English literature
mdp.39015059374788,mdp.39015059374788,hullahcultivation,The cultivation of the speaking voice;,"Hullah, John, 1812-1884",1874,HathiTrust,"['Linguistic', 'Typographically Unique']",1900899,4398706,,"Hullah, John,",Oxford;The Clarendon press;1874.,s,1874,    ,1874,enk,,Singing;Voice;Diction,The cultivation of the speaking voice;
mdp.39015059391865,mdp.39015059391865,mintocharacteristics,"Characteristics of English poets from Chaucer to Shirley,","Minto, William, 1845-1893",1874,HathiTrust,['Literary'],157638,9073650,PR502.M5,"Minto, William,",Edinburgh;London;W. Blackwood and sons;1874.,s,1874,    ,1874,stk,,"Early modern, 1500-1700;English poetry;History and criticism",Characteristics of English poets from Chaucer to Shirley
mdp.39015059895667,mdp.39015059895667,mdp.39015059895667,A treatise on versification,"Evans, Robert Wilson, 1789-1866",1852,HathiTrust,"['Literary', 'Original Bibliography']",937333,9030075,,"Evans, R.W.","L., Francis & J. Rivington;1852.",s,1852,    ,1852,xx ,,Rhythm,A treatise on versification
mdp.39015063522836,mdp.39015063522836,taylorphilip,Philip van Artevelde :,"Taylor, Henry, Sir, 1800-1886",1852,HathiTrust,['Literary'],949391,10426577,,"Taylor, Henry,",London;E. Moxon;1852.,s,1852,    ,1852,enk,,"History;1340-1382;Artevelde, Philip van;Drama;Flanders",Philip van Artevelde
mdp.39015065433412,mdp.39015065433412,mdp.39015065433412,The works of Joseph Addison;,"Addison, Joseph, 1672-1719",1854,HathiTrust,['Literary'],244005,246770119,,"Addison, Joseph,",New York;G. P. Putnam & co.;1854.,s,1854,    ,1854,nyu,v.2,,The works of Joseph Addison;
mdp.39015065433420,mdp.39015065433420,mdp.39015065433420,The works of Joseph Addison;,"Addison, Joseph, 1672-1719",1854,HathiTrust,['Literary'],244005,246770119,,"Addison, Joseph,",New York;G. P. Putnam & co.;1854.,s,1854,    ,1854,nyu,v.3,,The works of Joseph Addison;
mdp.39015065433438,mdp.39015065433438,mdp.39015065433438,The works of Joseph Addison;,"Addison, Joseph, 1672-1719",1854,HathiTrust,['Literary'],244005,246770119,,"Addison, Joseph,",New York;G. P. Putnam & co.;1854.,s,1854,    ,1854,nyu,v.4,,The works of Joseph Addison;
mdp.39015065433446,mdp.39015065433446,mdp.39015065433446,The works of Joseph Addison;,"Addison, Joseph, 1672-1719",1854,HathiTrust,['Literary'],244005,246770119,,"Addison, Joseph,",New York;G. P. Putnam & co.;1854.,s,1854,    ,1854,nyu,v.5,,The works of Joseph Addison;
mdp.39015065433453,mdp.39015065433453,mdp.39015065433453,The works of Joseph Addison;,"Addison, Joseph, 1672-1719",1854,HathiTrust,['Literary'],244005,246770119,,"Addison, Joseph,",New York;G. P. Putnam & co.;1854.,s,1854,    ,1854,nyu,v.6,,The works of Joseph Addison;
mdp.39015066076467,mdp.39015066076467,carlylecritical,"Critical and miscellaneous essays,","Carlyle, Thomas, 1795-1881",1873,HathiTrust,['Literary'],586745,2585770,,"Carlyle, Thomas,",New York;D. Appleton & co.;1873.,s,1873,    ,1873,nyu,,,Critical and miscellaneous essays
mdp.39015066650626,mdp.39015066650626,mdp.39015066650626,On English and French versification,"Bobé, D.",1857,HathiTrust,['Literary'],1076011,67165621,,"Bobé, D.",n.p.;R. Rode;1857.,s,1857,    ,1857,xx ,,Versification;French language,On English and French versification
mdp.39015067321649,mdp.39015067321649,macaulayhistory3,"The history of England from the accession of James II,","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",1861,HathiTrust,['Literary'],197924,14208337,,"Macaulay, Thomas Babington Macaulay,","London;London, Green, Longman, Roberts, & Green;1861-65.",m,1861,1865,1861-1865,enk,v.3,"History;Great Britain;William and Mary, 1689-1702;James II, 1685-1688",The history of England from the accession of James II
mdp.39015067321656,mdp.39015067321656,macaulayhistory4,"The history of England from the accession of James II,","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",1861,HathiTrust,['Literary'],197924,14208337,,"Macaulay, Thomas Babington Macaulay,","London;London, Green, Longman, Roberts, & Green;1861-65.",m,1861,1865,1861-1865,enk,v.4,"History;Great Britain;William and Mary, 1689-1702;James II, 1685-1688",The history of England from the accession of James II
mdp.39015067321664,mdp.39015067321664,macaulayhistory5,"The history of England from the accession of James II,","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",1861,HathiTrust,['Literary'],197924,14208337,,"Macaulay, Thomas Babington Macaulay,","London;London, Green, Longman, Roberts, & Green;1861-65.",m,1861,1865,1861-1865,enk,v.5,"History;Great Britain;William and Mary, 1689-1702;James II, 1685-1688",The history of England from the accession of James II
mdp.39015070461994,mdp.39015070461994,mdp.39015070461994,On words admitting of being grouped around the root flap or flak.,"Wedgwood, Hensleigh, 1803-1891",1853,HathiTrust,['Linguistic'],246946,65991140,,"Wedgwood, Hensleigh,",n.p.;1853,s,1853,    ,1853,xx ,,Grammar;English language,On words admitting of being grouped around the root flap or flak
mdp.39015071619915,mdp.39015071619915,mdp.39015071619915,"Synthesis of the English sentence, or, An elementary grammar on the synthetic method","Sill, John Mahelm Berry, 1831-1901",1875,HathiTrust,['Linguistic'],3842153,15244250,,"Sill, John Mahelm Berry,","New York;Ivison, Blakeman, Taylor, & Co.;1875, c1863.",t,1875,1863,1875,nyu,,Grammar;English language,"Synthesis of the English sentence, or, An elementary grammar on the synthetic method"
mdp.39015076737249,mdp.39015076737249,dwightmodern1,Modern philology;,"Dwight, Benjamin Woodbridge, 1816-1889",1859,HathiTrust,['Linguistic'],916631,221486128,,"Dwight, Benjamin Woodbridge,",New York;A. S. Barnes & Burr;1859-64.,m,1859,1864,1859-1864,nyu,ser.1 1864,Indo-European philology;History;Indo-European languages;Etymology;English language,Modern philology;
mdp.39015076737256,mdp.39015076737256,dwightmodern2,Modern philology;,"Dwight, Benjamin Woodbridge, 1816-1889",1859,HathiTrust,['Linguistic'],916631,221486128,,"Dwight, Benjamin Woodbridge,",New York;A. S. Barnes & Burr;1859-64.,m,1859,1864,1859-1864,nyu,ser.2 1864,Indo-European philology;History;Indo-European languages;Etymology;English language,Modern philology;
mdp.39015078118786,mdp.39015078118786,mdp.39015078118786,On early English pronunciation :,"Ellis, Alexander John, 1814-1890",1869,HathiTrust,"['Linguistic', 'Original Bibliography']",1183042,3951183,PR1119.E5 no.2,"Ellis, Alexander John,",London;Trübner;1869-1889.,m,1869,1889,1869-1889,enk,v.4,"Dialects;Pronunciation;Language;1564-1616;Chaucer, Geoffrey;English language;d. 1400;Shakespeare, William;Phonology",On early English pronunciation
mdp.39076005001842,mdp.39076005001842,quackenbosfirst,First lessons in composition :,"Quackenbos, G. P. (George Payn), 1826-1881",1853,HathiTrust,['Linguistic'],9927429,2883118,,"Quackenbos, G. P.",New York;D.Appleton;1853.,s,1853,    ,1853,nyu,,Grammar;English language;Composition and exercises,First lessons in composition
